titulo,link,data_publicacao,fonte
"Curitiba usa reconhecimento facial como ferramenta na segurança pública sem ter regulação específica: 'Sociedade de controle', critica especialista",https://g1.globo.com/pr/parana/noticia/2023/10/02/curitiba-usa-reconhecimento-facial-como-ferramenta-na-seguranca-publica-sem-ter-regulacao-especifica-sociedade-de-controle-critica-especialista.ghtml,2 de out. de 2023,G1
Jovem acusado três vezes por roubo após reconhecimento por foto é novamente inocentado,https://oglobo.globo.com/rio/noticia/2023/10/02/jovem-acusado-tres-vezes-por-roubo-apos-reconhecimento-por-foto-e-novamente-inocentado.ghtml,2 de out. de 2023,O Globo
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,28 de abr. de 2024,UOL Notícias
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1
"Reconhecimento facial têm alto índice de erro e viés racista e transfóbico, dizem especialistas",https://ponte.org/reconhecimento-facial-tem-alto-indice-de-erro-e-vies-racista-e-transfobico-dizem-especialistas/,6 de nov. de 2024,Ponte Jornalismo
O racismo agravado pelo uso de câmeras e IA na segurança pública,https://www.cartacapital.com.br/opiniao/o-racismo-agravado-pelo-uso-de-cameras-e-ia-na-seguranca-publica/,30 de jul. de 2024,CartaCapital
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,23 de abr. de 2024,Metrópoles
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,4 de set. de 2024,Brasil de Fato
Reconhecimento facial nos estádios é aderido por mais da metade da Série A do Brasileirão,https://www.estadao.com.br/esportes/futebol/reconhecimento-facial-nos-estadios-e-aderido-por-mais-da-metade-da-serie-a-do-brasileirao/,3 de mai. de 2024,Estadão
Livro discute racismo em algoritmos e ferramentas de redes sociais,https://almapreta.com.br/sessao/agenda/livro-discute-racismo-em-algoritmos-e-ferramentas-de-redes-sociais/,10 de abr. de 2024,Alma Preta Jornalismo
Análise de candidatos a cotas do Vestibular evolui com tecnologia de identificação facial,https://jornal.unicamp.br/noticias/2024/02/05/analise-de-candidatos-a-cotas-do-vestibular-evolui-com-tecnologia-de-identificacao-facial/,5 de fev. de 2024,Jornal da Unicamp
Jovens negros carregam traumas de reconhecimento fotográfico injusto,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-09/jovens-negros-carregam-traumas-de-reconhecimento-fotografico-injusto,28 de set. de 2024,Agência Brasil
O que é racismo algorítmico?,https://www.institutoclaro.org.br/cidadania/nossas-novidades/podcasts/o-que-e-racismo-algoritmico/,29 de mai. de 2024,Portal do Instituto Claro
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos/,29 de ago. de 2024,Exame
"‘Nenhuma tecnologia é resposta para a segurança pública’, diz especialista",https://veja.abril.com.br/tecnologia/nenhuma-tecnologia-e-resposta-para-a-seguranca-publica-diz-especialista/,6 de set. de 2024,VEJA
Unmasking AI – My mission to protect what is human in a world of machines,https://experienceclub.com.br/unmasking-ai-my-mission-to-protect-what-is-human-in-a-world-of-machines/,4 de abr. de 2024,Experience Club
Mulher é confundida com foragida por sistema facial da PM: 'Racismo',https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/07/11/reconhecimento-facial-confunde-servidora-publica-com-foragida.htm,11 de jul. de 2024,UOL Notícias
Tarcízio Silva lança livro sobre racismo algorítmico e defende regulação mais rigorosa para o uso da IA no Brasil,https://mundonegro.inf.br/tarcizio-silva-lanca-livro-sobre-racismo-algoritmico-e-defende-regulacao-mais-rigorosa-para-o-uso-da-ia-no-brasil/,16 de abr. de 2024,Mundo Negro
Você sabia que IAs podem ser racistas? Entenda como acontece a discriminação por algoritmos,https://epocanegocios.globo.com/inteligencia-artificial/noticia/2024/03/voce-sabia-que-ias-podem-ser-racistas-entenda-como-acontece-a-discriminacao-por-algoritmos.ghtml,21 de mar. de 2024,Época Negócios
"Chatbots de IA são mais propensos a recomendar pena de morte para réus negros, diz estudo",https://almapreta.com.br/sessao/cotidiano/chatbots-de-ia-sao-mais-propensos-a-recomendar-pena-de-morte-para-reus-negros-diz-estudo/,19 de mar. de 2024,Alma Preta Jornalismo
"‘Medo, frustrado e constrangido', diz homem detido por engano em estádio após erro do sistema de reconhecimento facial",https://g1.globo.com/fantastico/noticia/2024/04/21/medo-frustrado-e-constrangido-diz-homem-detido-por-engano-em-estadio-apos-erro-do-sistema-de-reconhecimento-facial.ghtml,21 de abr. de 2024,G1
Seminário chega ao fim com debates sobre qualificação da investigação e custo dos erros judiciais,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2024/10102024-Seminario-chega-ao-fim-com-debates-sobre-qualificacao-da-investigacao-e-custo-dos-erros-judiciais.aspx,10 de out. de 2024,Superior Tribunal de Justiça
"Se você não é racista, não pareça racista",https://www1.folha.uol.com.br/opiniao/2024/03/se-voce-nao-e-racista-nao-pareca-racista.shtml,24 de mar. de 2024,Folha de S.Paulo
Viés algorítmico e discriminação: Como os algoritmos de IA podem perpetuar e amplificar vieses sociais,https://www.migalhas.com.br/depeso/415125/vies-algoritmico-e-discriminacao-ia-pode-amplificar-vieses-sociais,12 de set. de 2024,Migalhas
O que é racismo algorítmico?,https://www.politize.com.br/o-que-e-racismo-algoritmico/,14 de mar. de 2024,Politize!
Inteligência artificial: Por que as tecnologias de reconhecimento facial são tão contestadas,https://www.bbc.com/portuguese/geral-48889883,5 de jul. de 2019,BBC
"Exclusivo: levantamento revela que 90,5% dos presos por monitoramento facial no Brasil são negros",https://www.intercept.com.br/2019/11/21/presos-monitoramento-facial-brasil-negros/,21 de nov. de 2019,Intercept Brasil
"Tecnologia de reconhecimento facial apresenta viés e imprecisão, aponta estudo do governo dos EUA",https://g1.globo.com/economia/tecnologia/noticia/2019/12/20/tecnologia-de-reconhecimento-facial-apresenta-vies-e-imprecisao-aponta-estudo-do-governo-dos-eua.ghtml,20 de dez. de 2019,G1
Por que você deveria usar uma máscara no carnaval neste ano,https://www.intercept.com.br/2019/02/27/carnaval-cameras-rio/,27 de fev. de 2019,Intercept Brasil
"Polícia assume erro, e rapaz preso injustamente por matar jovem em mercado no Rio será solto",https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/01/23/inocente-homem-apontado-como-assassino-de-rapaz-em-mercado-no-rio-e-solto.ghtml,23 de jan. de 2019,G1
De novo: reconhecimento facial incrimina erroneamente pessoas negras,https://olhardigital.com.br/2020/09/05/noticias/de-novo-reconhecimento-facial-incrimina-erroneamente-pessoas-negras/,5 de set. de 2020,Olhar Digital
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,25 de jun. de 2020,UOL
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,17 de set. de 2020,Ponte Jornalismo
Detetive TudoCelular: conheça os perigos e benefícios do reconhecimento facial,https://www.tudocelular.com/seguranca/noticias/n151652/conheca-beneficios-e-perigos-reconhecimento-facial.html,23 de jan. de 2020,TudoCelular.com
Projeto atua na reversão de condenações de inocentes,https://www.conjur.com.br/2020-jan-20/projeto-atua-reversao-condenacoes-inocentes/,20 de jan. de 2020,Consultor Jurídico
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,7 de set. de 2020,UOL
EUA: Polícia prende inocente a partir de sistema de reconhecimento facial,https://www.cnnbrasil.com.br/internacional/sistema-de-reconhecimento-facial-enviou-este-homem-inocente-para-a-prisao/,3 de mai. de 2021,CNN Brasil
Exclusivo: 83% dos presos injustamente por reconhecimento fotográfico no Brasil são negros,https://g1.globo.com/fantastico/noticia/2021/02/21/exclusivo-83percent-dos-presos-injustamente-por-reconhecimento-fotografico-no-brasil-sao-negros.ghtml,21 de fev. de 2021,G1
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,10 de set. de 2021,Alma Preta Jornalismo
A Bahia está virando um laboratório de reconhecimento facial,https://www.intercept.com.br/2021/09/20/rui-costa-esta-transformando-a-bahia-em-um-laboratorio-de-vigilancia-com-reconhecimento-facial/,20 de set. de 2021,Intercept Brasil
Ação pede banimento da tecnologia de reconhecimento facial nos EUA,https://www.conjur.com.br/2021-abr-26/acao-banimento-tecnologia-reconhecimento-facial-eua/,26 de abr. de 2021,Consultor Jurídico
Relatórios apontam falhas em prisões após reconhecimento fotográfico,https://www.defensoria.rj.def.br/noticia/detalhes/11088-Relatorios-apontam-falhas-em-prisoes-apos-reconhecimento-fotografico,24 de fev. de 2021,Defensoria Pública do Rio de Janeiro
Como o reconhecimento falho em delegacias leva negros e pobres para a prisão,https://conectas.org/noticias/como-o-reconhecimento-falho-em-delegacias-leva-negros-e-pobres-para-a-prisao/,29 de nov. de 2021,Conectas
Empresa brasileira promete 99% de precisão no reconhecimento facial de negros,https://olhardigital.com.br/2021/04/23/seguranca/empresa-brasileira-promete-99-de-precisao-no-reconhecimento-facial-de-negros/,23 de abr. de 2021,Olhar Digital
Jovem é preso duas vezes por crimes que não cometeu por causa de reconhecimento fotográfico,https://g1.globo.com/fantastico/noticia/2021/02/22/jovem-e-preso-duas-vezes-por-crimes-que-nao-cometeu-por-causa-de-reconhecimento-fotografico.ghtml,22 de fev. de 2021,G1
"No Dia Internacional dos Direitos Humanos, inocentes presos no Rio por engano no reconhecimento fotográfico ainda sofrem as consequências do erro",https://oglobo.globo.com/rio/no-dia-internacional-dos-direitos-humanos-inocentes-presos-no-rio-por-engano-no-reconhecimento-fotografico-ainda-sofrem-as-consequencias-do-erro-1-25313312,10 de dez. de 2021,O Globo
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://www.cut.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-2595,13 de dez. de 2022,CUT - Central Única dos Trabalhadores
Relembre casos em que inocentes foram presos por engano pela polícia no Rio,https://oglobo.globo.com/rio/relembre-casos-em-que-inocentes-foram-presos-por-engano-pela-policia-no-rio-2-25386459,9 de fev. de 2022,O Globo
A tecnologia de reconhecimento facial na capital da “Democracia Racial”,https://www.brasildefato.com.br/2022/06/20/a-tecnologia-de-reconhecimento-facial-na-capital-da-democracia-racial/,20 de jun. de 2022,Brasil de Fato
Racismo algorítmico e os desafios da inteligência artificial,https://olhardigital.com.br/2022/12/22/colunistas/racismo-algoritmico-e-os-desafios-da-inteligencia-artificial/,22 de dez. de 2022,Olhar Digital
